catalogKey,name,source,decision,evidence_source,input_file,date_field,release_date,precision,event,source_urls,library_decision,library_candidate_date,reason
llm-stats:kernelgen-1p,KernelGen 1P,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-06-26,day,official_introduction_or_release,https://deploymentsafety.openai.com/gpt-5-6-preview,accepted,2026-06-26,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:kimi-claw-24-7-bench,Kimi Claw 24/7 Bench,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-06-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:kimi-code-bench-v2,Kimi Code Bench v2,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-06-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:kina,KINA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-06-03,day,paper_introduction,https://arxiv.org/abs/2606.05104,accepted,2026-06-03,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:labbench2,LABBench2,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-02-04,day,paper_introduction,https://arxiv.org/abs/2604.09554,accepted,2026-02-04,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:lbpp-(v2),LBPP (v2),llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-04-04,day,official_introduction_or_release,https://huggingface.co/datasets/CohereLabs/lbpp/discussions/6,accepted,2025-04-04,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:legal-agent-benchmark,Legal Agent Benchmark,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-05-06,day,official_introduction_or_release,https://www.harvey.ai/blog/introducing-harveys-legal-agent-benchmark,accepted,2026-05-06,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:lifescibench,LifeSciBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-06-17,day,official_introduction_or_release,https://openai.com/index/introducing-life-sci-bench/,accepted,2026-06-17,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:lingoqa,LingoQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-12-21,day,paper_introduction,https://arxiv.org/abs/2312.14115,accepted,2023-12-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:livebench-20241125,LiveBench 20241125,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-11-25,day,official_introduction_or_release,https://github.com/LiveBench/LiveBench/blob/main/changelog.md,accepted,2024-11-25,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:livecodebench(01-09),LiveCodeBench(01-09),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2024-09-05,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:livecodebench-pro,LiveCodeBench Pro,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-06-13,day,paper_introduction,https://arxiv.org/abs/2506.11928,accepted,2025-06-13,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:livecodebench-v5,LiveCodeBench v5,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-01-14,day,official_introduction_or_release,https://huggingface.co/datasets/livecodebench/code_generation_lite/commit/0687ab61843a90a0cc864a2b67db729861cd0ae5,accepted,2025-01-14,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:livecodebench-v5-24.12-25.2,LiveCodeBench v5 24.12-25.2,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-01-14,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:livecodebench-v6,LiveCodeBench v6,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-04-21,day,official_introduction_or_release,https://huggingface.co/datasets/livecodebench/code_generation_lite/commit/503416f80ac447d31f252d8434023786ce45dd0c,accepted,2025-04-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:livemathematicianbench,LiveMathematicianBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-04-02,day,paper_introduction,https://arxiv.org/abs/2604.01754,accepted,2026-04-02,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:livesports-3k,LiveSports-3K,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-04-22,day,paper_introduction,https://arxiv.org/abs/2504.16030,accepted,2025-04-22,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:livesqlbench,LiveSQLBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-09-04,day,official_introduction_or_release,https://github.com/bird-bench/livesqlbench,accepted,2025-09-04,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:lmarena-text,LMArena Text Leaderboard,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-05-03,day,official_introduction_or_release,https://lmsys.org/blog/2023-05-03-arena/,accepted,2023-05-03,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:loca-bench-256k,LOCA-Bench (256k),llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-02-08,day,named_component_or_alias_introduction,https://arxiv.org/abs/2602.07962,accepted,2026-02-08,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The original LOCA-Bench v1 explicitly includes seven length tiers from 8K to 256K. The 256K configuration appears in the original paper dated 2026-02-08. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:longbench-v2,LongBench v2,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-12-19,day,paper_introduction,https://arxiv.org/abs/2412.15204,accepted,2024-12-19,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:longcodebench,LongCodeBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-12,day,paper_introduction,https://arxiv.org/abs/2505.07897,accepted,2025-05-12,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:longfact,LongFact,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-03-27,day,paper_introduction,https://arxiv.org/abs/2403.18802,accepted,2024-03-27,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:longfact-concepts,LongFact Concepts,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-03-27,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:longfact-objects,LongFact Objects,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-03-27,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:longvideobench,LongVideoBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-07-22,day,paper_introduction,https://arxiv.org/abs/2407.15754,accepted,2024-07-22,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:lsat,LSAT,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2023-03-15,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:lvbench,LVBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-06-12,day,paper_introduction,https://arxiv.org/abs/2406.08035,accepted,2024-06-12,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:management-consulting-tasks,Management Consulting Tasks (Internal),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-07-09,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mask,MASK,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-03-05,day,paper_introduction,https://arxiv.org/abs/2503.03750,accepted,2025-03-05,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:math-(cot),MATH (CoT),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2021-03-05,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
